,question,classification
11943,"Kapan duo terbentuk yang lagu bahasa Inggris adalah ""Freaky Like Me""?",C
11944,Kelompok etnik asli Amerika mana yang mendiami tanah di Amerika Serikat bagian utara dan Kanada bagian selatan merupakan bagian dari Perjanjian Springwells?,C
11945,"Yang band terbentuk sebelumnya, Edward Sharpe dan Magnetic Zeros atau Louis XIV?",C
11946,Hotel Peabody di Memphis (dan sebuah hotel kakak di Orlando) dinamai menurut nama penghuni atap hotel?,C
11947,"Yang lahir pertama, Samantha Cristofetti atau Jean-Loup Chrétien",C
11948,Di negara mana pemimpin Cudjoe lahir?,C
11949,Apa yang dimaksud dengan universitas di mana Dick Biddle menjabat sebagai kepala pelatih sepak bola?,C
11950,Flynn Rider disuarakan oleh aktor Amerika mana dan penyanyi yang lahir 29 September 1980?,C
11951,"Tahun berapa majalah gaya hidup sehat Amerika, yang di mana Georgia Rickard menyumbang, dimulai?",C
11952,Siapa salah satu bintang yang memainkan kedua anak tertua dalam seri TV yang memiliki film 2010 berdasarkan itu?,C
11953,Jin Jing adalah wanita Cina Pager Paralympic yang menyerukan boikot dari apa yang namanya eceran yang berarti persimpangan jalan dan alun-alun publik dalam bahasa Prancis?,C
11954,Apa pekerjaan pria yang menerbitkan jurnal anarkis individualis?,C
11955,Berk Communication and Marketing Group paling dikenal karena mewakili pitcher baseball profesional Amerika untuk tim apa?,C
11956,Apa bir Australia adalah ale bergaya Inggris pucat yang labelnya menampilkan karakter yang dikandung pada tahun 1926?,C
11957,Perjalanan Terburuk di Dunia adalah memoar yang ditulis oleh penjelajah Inggris Antartika?,C
11958,Panel dengan singa yang sedang berjalan adalah salah satu dari banyak singa yang berbaris di sebelah utara gerbang ke kota bagian dalam dari lokasi mana?,C
11959,Bagian Skotlandia mana dari lembaga ini yang ditemukan di mana Alice König adalah seorang dosen dalam studi Latin dan Klasik?,C
11960,Seorang Amerika yang adalah penerjemah sastra Jerman dan melakukan tesis tentang seorang ajaib Austria lahir pada tahun 1874 mengajar di universitas mana?,C
11961,"Penyanyi yang dikenal sebagai ""Ballad Prince"" berada di komedi romantis yang ditayangkan pada apa saluran state-run dari 11 Agustus sampai 30 September 2010?",C
11962,Yang nomor satu adalah Michael Steele bertanggung jawab untuk?,C
11963,"Siapa pemilik surat kabar Inggris malam berbasis di Blackpool, Lancashire?",C
11964,"Aktor Inggris, komedian dan penyanyi mana yang tampil di Chalk and Cheese?",C
11965,Hollywood Hold'em adalah tuan rumah oleh pemain poker apa kebangsaan?,C
11966,Sir Johnston Forbes-Robertson dianggap yang terbaik dalam memainkan karakter yang merupakan raja negara mana ?,C
11967,"Thomas Matthew ""Tom"" Chappell mendirikan sebuah koma pada tahun 1970 yang memproduksi produk apa?",C
11968,"Pelawak Amerika yang lahir pada tanggal 21 Maret 1962, muncul dalam film ""Sleepless in Seattle?""",C
11969,Joseph Benavidez telah dibandingkan baik untuk yang pensiun bantamweight dan kelas bulu tempur MMA?,C
11970,"Galeri seni ini didirikan dan dibangun oleh industrialis dan dermawan yang secara singkat duduk sebagai MP Liberal untuk Wirral dan kemudian, sebagai Lord Leverhulme, di House of Lords sebagai apa?",C
11971,"Peran apa yang dimainkan Thomas Doherty dalam sitkom berdasarkan seri Israel ""North Star""?",C
11972,Di antara Liberty dan MIT Technology Review yang memiliki sirkulasi lebih dari 200.000?,C
11973,GamesMaster memiliki publikasi adik yang diterbitkan berapa kali per tahun?,C
11974,"Apa tanggal lahir komedian Amerika ini, aktris, dan penulis, yang merupakan pendukung ingat di Brooklyn Nine sebagai Gina?",C
11975,Kepercayaan macam apa yang dimiliki Gunung Ida dan Rhea?,C
11976,Musisi macam apa Mark Gaudet dan Jan Axel Blomberg?,C
11977,"kanal mana, Miami Canal atau Dundee Canal, juga memasok tenaga hidro dan air untuk manufaktur?",C
11978,Lance Todd Trophy disajikan di stadion yang terletak di negara apa?,C
11979,Mantan atlet mana yang mengumumkan ESPN College Football Jumat Primetime pada tahun 2017?,C
11980,Yang mana dari bintang-bintang berikutnya Jeff Bridges sebagai programmer komputer: Tron atau The Million Dollar Duck?,C
11981,Musikal terpanjang ke-9 dalam sejarah Broadway adalah fitur animasi ke-30 Disney film?,C
11982,"Kapan tujuh kali dunia dan peraih medali Olimpiade yang mana ""Foxcatcher"" lahir?",C
11983,Carl von Donop adalah seorang kolonel yang merupakan tambahan Jerman?,C
11984,"Bangunan mana yang digunakan untuk penggunaan yang lebih berbeda, MiMA atau 270 Park Avenue?",C
11985,Stacey Totman adalah mantan kepala pelatih dari tim golf kampus yang bersaing dalam konferensi apa?,C
11986,Di mana cerita itu terjadi pada tahun 1988 film The Moderns?,C
11987,"Aktris yang memainkan Kaylee Frye dalam seri ""Firefly"" juga bintang dengan Alan Dale dalam film sci-fi TV dirilis pada tahun berapa?",C
11988,"Pada tahun berapa ekolog tanaman Denmark yang membantu seorang ahli kimia Denmark, terkenal karena diperkenalkannya konsep PH mati?",C
11989,"Bandara mana yang lebih sibuk, Bandara Internasional Palm Springs atau Bandara Trentonánmercer?",C
11990,Siapa yang menjalankan situs yang melebihi Baidu Baike dan Hudong.com?,C
11991,Apa peran Rachelle Amy Beinart dalam film yang mengikuti sekelompok pemberontak pada misi?,C
11992,Peter Curtis dan Scott Draper keduanya apa?,C
11993,"Tahun berapa usaha gabungan antara RLJ Companies dan studio film ini didirikan pada tahun 2005, didirikan?",C
11994,Negara asal apa yang dimiliki The Late Show dan Craig Kilborn?,C
11995,Angelo Francesco Lavignino mencetak tahun 1965 Bahasa Inggris Spanyol-Swiss co-produced film yang disutradarai oleh dan juga membintangi siapa?,C
11996,"Pada 2011, berapa populasi kota tempat Deep Purple dibentuk?",C
11997,Berapa tiga kategori pendapatan yang diberikan oleh Parlemen kode pajak Australia?,C
11998,Siapa yang menugaskan rangkaian 12 monumen yang didedikasikan untuk semangat wanita perintis di sepanjang Ocean-to-Ocean Highway?,C
11999,Permainan apa yang dimiliki Yameen dan Aktivisi?,C
12000,Di mana gudang senjata di mana senjata model 1840 flintlock diproduksi?,C
12001,Berapa banyak hewan tidak dinding berjalan antara Gerbang Barat Lodge dan Kastil Cardiff menggambarkan?,C
12002,Henry Roth dan Lewis Mumford adalah kebangsaan ini?,C
12003,Orlando Brown paling dikenal karena perannya sebagai 3J Winslow dalam sitkom Amerika yang berputar-putar dari apa?,C
12004,Apa industri utama kota ini yang berpenduduk sekitar 2.600 orang pada tahun 2010 yang menjadikan peserta Sekolah Tinggi Mountain Valley sebagai penduduk?,C
12005,Acara apa selain Halo Ross tidak Chelsea Handler muncul pada bulan Januari 2016,C
12006,"Siapa yang masih bersama kelompok yang meliput ""Leather-Winged Bat"" di tahun 1969?",C
12007,Berapa banyak orang dalam kelompok yang sebelumnya dirilis Eric Clapton's 1975 album E.C. Apakah di sini?,C
12008,"Selain pendiri Led Zeppelin, dan Bert Jansch, apa lagi bagi musisi Inggris yang sangat dipengaruhi oleh Davey Graham?",C
12009,Apa nama yang tepat dari suami Lollia Paullina?,C
12010,"Musim apa dari serial reality TV India ""Big Boss"" yang bersaing dengan model Lopamundra Raut?",C
12011,"Lagu ""Judgment Night"" adalah kolaborasi antara Onyx dan heavy metal band terbentuk di kota mana?",C
12012,"Legenda apa yang memberikan namanya untuk istilah medis modern, menginspirasi plot film horor Ghostkeeper?",C
12013,"Apa nama tim yang mewakili sebuah universitas Arizona dalam konferensi yang meliputi hamparan luas Amerika Serikat bagian barat, termasuk Arizona, Kalifornia, dan New Mexico?",C
12014,Pramuka Tufankjian dan Daron Malakian keduanya apa?,C
12015,Di mana Turnamen Basketball di Atlantic 10 Pria akan diadakan pada 2017?,C
12016,Para dermawan utama yang menyumbangkan uang untuk membangun Archbold Gymnasium menjual perusahaan minyaknya kepada siapa?,C
12017,Siapa yang melakukan Fredric Rieders tesify lagi yang telah membunuh sebanyak 60 pasien dan menerima tiga syarat hidup berturut-turut untuk dilayani di Florence Colorado?,C
12018,"Pada Penghargaan Grammy ke-46, penghargaan mana yang membuat album The White Stripes, termasuk lagu Seven Nation Army, menang?",C
12019,"Siapa yang memenangkan gelar ganda wanita Grand Slam, Lisa Raymond atau Liezel Huber?",C
12020,Segel Luther dirancang untuk profesor teologi atas perintah atas apa yang diberikan John Frederick dari Saxony?,C
12021,Publikasi apa yang dimiliki St. Anthony Messenger dan Revolver?,C
12022,Novelis mana yang ditulis dengan nama pena Walter Ericson Laura Esquivel atau Howard Fast?,C
12023,Emmett Brown mengendarai mobil sport yang menampilkan pintu seperti apa?,C
12024,Edmund Robert Harris adalah dermawan utama museum yang terletak di mana?,C
12025,"Di mana lokasi eksekusi Roger David Casement, seorang nasionalis Irlandia yang mengerahkan upaya selama Perang Dunia I untuk mendapatkan bantuan militer Jerman untuk bangkitnya Paskah tahun 1916 yang berupaya mendapatkan kemerdekaan Irlandia?",C
12026,"Meskipun daerah yang bergantung tetap bersifat politik di luar kawasan integral negara pengendali, apa lagi yang dapat dimuatnya?",C
12027,Tanggal berapa pergerakan Hans Knirsch adalah seorang aktivis untuk memperoleh daya tarik secara resmi?,C
12028,Apakah Illinois Institute of Technology dan Boise State University berbatasan sebelum 1950?,C
12029,Siapa yang ditunjuk Presiden Franklin Roosevelt yang bertanggung jawab untuk mengirimkan suara dari Elektoral College ke Kongres?,C
12030,"Film yang pertama dirilis, 'Mean Girls' atau remake 'April Fool's Day'?",C
12031,"Penyanyi dan penulis lagu Amerika mana yang memiliki jangkauan vokal mezzo-soprano, Tim Armstrong atau Tori Amos?",C
12032,Roden Brothers diambil alih pada tahun 1953 oleh sebuah kelompok kantor pusat di kota Kanada mana ?,C
12033,"Setelah David Stern pensiun dari komisaris NBA, ini Amerika pengacara dan pengusaha sukses dia dan sekarang komisaris saat ini siapa dia?",C
12034,Berapa banyak orang yang melakukan pembunuhan massal Korea Selatan yang NICS Peningkatan Amandemen Undang-Undang 2007 enabaled untuk membeli senjata api tewas pada 2007,C
12035,"Apa nama majalah musik spesialis elektronik Australia yang menampilkan avant-rock, seni suara eksperimental, dan percobaan hip hop?",C
12036,Joel H. Cohen adalah adik seorang penulis Simpsons yang juga pernah menulis untuk acara apa?,C
12037,"Aktris ""Mirror"" mana yang membuat debut filmnya dalam film komedi 2005 ""Hitch""?",C
12038,Ke dalam Dust adalah lagu dari band rock alternatif yang terbentuk di kota mana?,C
12039,Siapa aktor terkemuka dari film Natal yang Rebecca Forstadt lakukan suara latar belakang untuk?,C
12040,Carlos Salazar Lomelín adalah CEO mana pedagang minuman multinasional Meksiko?,C
12041,Orang Albania di Montenegro yang terdiri dari 4.91 penduduk total daerah itu bisa menjadi anggota Perspek Persekongkolan Albania yang merupakan apa?,C
12042,Sepakbola apa yang dimiliki John Moncur selama masanya di Ipswich Town F.C.?,C
12043,"Jason Regler, menyatakan bahwa ia memiliki ide untuk gelang berkedip selama sebuah lagu dibangun di sekitar instrumen yang?",C
12044,"Siapa direktur film komedi 2000 Amerika di mana aktris, peran pertama dalam film adalah dalam film Martin Kundert's ""Campfire Tales"", memainkan peran?",C
12045,"Siapa yang memenangkan penghargaan lagi, Dan Schneider atau Helen Hunt?",C
12046,Nathan Bridger adalah karakter yang dimainkan oleh aktor dan petinju amatir?,C
12047,Yang tim 2013-2014 musim memiliki pemain termasuk Slovenia yang bermain di kedua titik penjaga dan menembak posisi penjaga?,C
12048,Erwin Lambert adalah anggota organisasi paramiliter mana di bawah Hitler?,C
12049,"Film mana yang dibuat baru-baru ini, Koyaanisqatsi atau Mad Hot Ballroom?",C
12050,"Michael Pollock adalah perwira senior di angkatan perang Inggris, yang juga dikenal sebagai apa?",C
12051,Casey Jr Splash 'n' Soak Station adalah daya tarik di kota yang terletak di daerah mana ?,C
12052,"Musisi mana yang lebih tua, Philip Labonte atau Alexi Laiho?",C
12053,"Pegulat WWE mana yang tampil di merek Smackdown memiliki inisialnya sebagai bagian dari tim ""Rated-RKO",C
12054,Sebastian Gutierrez dikenal karena menulis skenario untuk film 2003 yang disutradarai oleh siapa?,C
12055,Untuk olahraga apa kelas Atomweight milik?,C
12056,The Aviation Hall of Fame dan Museum of New Jersey terletak di bandara di mana New Jersey county?,C
12057,The History of Ranching adalah mural yang semula terletak di tempat pembuatan bir Amerika yang pada tahun 1999 mulai mentransfer produksinya kepada siapa?,C
12058,Apakah majalah Disney maupun The Ring masih diterbitkan?,C
12059,"Band mana yang pertama terbentuk, Awolnation atau Foo Fighters?",C
12060,"Sheldon muda, seri tv yang mengikuti karakter Sheldon Cooper pada usia 9, adalah spin-off dari prequel apa?",C
12061,Mawson adalah distrik elektoral yang mencakup kawasan anggur sekitar 35 km sebelah selatan Adelaide?,C
12062,Apakah Pterostyrax dan Dregea keduanya berasal dari Asia?,C
12063,"Siapa lagi selain ""The Golden Jet"" lahir di Point Anne, Ontario?",C
12064,Boggle adalah permainan kata yang awalnya didistribusikan oleh pabrik mainan dan game yang menerbitkan lebih banyak daripada berapa banyak game?,C
12065,"Daya tarik di studio universal yang didasarkan pada ""The Tonight Show"" menggantikan daya tarik yang menggantikan daya tarik berdasarkan film apa?",C
12066,"Siapa yang memegang rekor dunia untuk melompat lebih dari 6 bus dan muncul di serial televisi Inggris ""The Jump""?",C
12067,St Dionis Backchurch dibangun kembali setelah terjadinya kebakaran besar yang menelan berapa banyak gereja paroki?,C
12068,"Yang menunjukkan yang ditayangkan pada NBC dari 22 September 1994, sampai 6 Mei 2004, memiliki episode kelima belas berjudul, ""The One with the Girl Who Hits Joey""?",C
12069,Siapa yang menyutradarai film 1941 berdasarkan novel nama yang sama oleh Zane Grey Dibintangi aktor yang juga seorang seniman dan stuntman?,C
12070,Kota North Central di Florida mana yang menjadi tempat band punk rock melawanku?,C
12071,Organisasi bank macam apa Pondicherry Gramin Bank yang beroperasi di berbagai negara bagian India?,C
12072,"Dari kota Oklahoma mana penyanyi sebuah lagu yang mencapai puncaknya pada angka 24 pada ""Bilboard"" pada tanggal 1 Desember 1953?",C
12073,Apa profesi H. L. Mencken dan Albert Camus memiliki kesamaan?,C
12074,Dari band mana yang merilis rekaman saya Dapatkan Lemah sekali anggota?,C
12075,Apakah David O. Russell dan Tony Gatlif dari negara yang sama?,C
12076,Apa gereja adalah perguruan tinggi Marjorie Hass adalah presiden 20 sebelumnya berafiliasi dengan?,C
12077,"Mana yang lebih sering diterbitkan, Populer Science atau Girlfriends?",C
12078,"Album mana yang pertama keluar, ""Paper Trail"" atau ""If Tomorrow Comes...""?",C
12079,Bobby Godsell memegang posisi senior di perusahaan global mana yang dibentuk pada tahun 2004?,C
12080,"Manuver sepak bola, dikenal sebagai tackle kerah kuda paling erat terkait dengan pemain yang disusun oleh apa tim NFI pada tahun 2002?",C
12081,Bun Jonk mengelola Cruyff Football bersama dengan pesepakbola yang juga manajer tim mana?,C
12082,Apakah Halredór Laxness dan Timothy Leary dari negeri yang sama?,C
12083,Merek La Senza saat ini dimiliki oleh penjual busana berbasis di kota Ohio mana?,C
12084,Apakah libretto Tristan und Isolde dan Ariane et Barbe-bleue dalam bahasa yang sama?,C
12085,"Apa yang Jepang Auto Manufaktur headquarted di Minato, Tokyo, Jepang aquire mengendalikan minat?",C
12086,Berapa populasi kota tempat pemancar WLLZ-LP ditempatkan?,C
12087,Richford adalah kota di Franklin County Vermont diatur oleh tubuh seperti apa?,C
12088,Altnahinch terletak di sebuah daerah yang memiliki kepadatan populasi berapa banyak per mil persegi?,C
12089,Pekerjaan apa yang dimiliki Charles Burnett dan Alan J. Paskula?,C
12090,"Film apa yang pertama diproduksi Disney, The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",C
12091,"Pada tahun berapa pemain Golden State NBA, yang merupakan bagian dari persaingan Cavaliers-Warriors, bernama NBA Final Pemain Paling Berharga?",C
12092,"Yang pertama dirilis, The Climb atau Voices of Iraq?",C
12093,Peter Dhao membuat sebuah website untuk mencerminkan pandangan di seluruh dunia. apa slogan dari situs yang dia buat?,C
12094,"Siapa nama Kepala Staf Gedung Putih ini, yang lahir pada tahun 1950, yang berperan pada saat yang sama ketika Elaine Duke menjadi Menteri Keamanan Dalam Negeri?",C
12095,Bintang apa dalam film Hush lahir 20 April 1949?,C
12096,"Apa peran Veda Hlubinka-Cook dalam pembuatan video game 1997 yang berlangsung di Orient Express, hari sebelum awal Perang Dunia I?",C
12097,"Siapa keturunan William, Lord Livingston ke-4 dan seorang negarawan dari New York City?",C
12098,"Film mana yang pertama keluar, Still Kicking: 6 Artistik Woman of Project Arts & Longlong or Time Bombs?",C
12099,Apa nama salah satu mantan petugas keamanan yang berarti The Institute?,C
12100,Siapa yang memainkan Selby Wall dalam film yang Charlize Theron menangkan Academy Award untuk?,C
12101,Penulis mana yang mendedikasikan novel romansa tahun 1985 kepada penulis yang menulis di tahun 2009 dan dengan nama pena Gwyneth Moore?,C
